"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene","biotype"
"ENSG00000165480",1836.52328306541,-0.385468205644076,0.15404314847902,0.00707272104452028,0.0298280567616277,"SKA3","protein_coding"
"ENSG00000275493",7.18091433249231,0.629664615918912,0.289892317467973,0.00707427646115797,0.0298300636616385,"AL627230.1","protein_coding"
"ENSG00000112667",1723.01443336024,-0.518164734103531,0.223779626397225,0.00707749693877024,0.0298390899316599,"DNPH1","protein_coding"
"ENSG00000254429",1.15131847494186,-1.44965674588369,1.04604089056134,0.00708092437952962,0.0298453779850225,"AP001972.1","lncRNA"
"ENSG00000123124",5290.19701332591,-0.197360342459104,0.0744934700281367,0.00708114859835724,0.0298453779850225,"WWP1","protein_coding"
"ENSG00000089597",45295.5698054251,-0.29565227142127,0.114987707509008,0.00708865118394199,0.0298685485026535,"GANAB","protein_coding"
"ENSG00000004139",1971.75660482939,-0.243067273900767,0.0945624246362846,0.00708951493114404,0.0298685485026535,"SARM1","protein_coding"
"ENSG00000230061",752.960411623877,0.480794858559421,0.203112148456071,0.00708988888350116,0.0298685485026535,"TRPM2-AS","lncRNA"
"ENSG00000175592",6006.3608753045,0.280551820147143,0.1099274399032,0.00710236396959114,0.0299165428670339,"FOSL1","protein_coding"
"ENSG00000174292",304.575031652471,-0.881782159104371,0.488705015492452,0.00710492318584851,0.0299227613887161,"TNK1","protein_coding"
"ENSG00000095380",8081.53848521549,0.30861412440809,0.126385216259143,0.00711505536977468,0.0299576707507053,"NANS","protein_coding"
"ENSG00000145623",3309.43561193078,0.487524476170734,0.206464756510863,0.00711538046963228,0.0299576707507053,"OSMR","protein_coding"
"ENSG00000279827",123.704365642894,-0.304516195799943,0.118709228850176,0.00712585309216716,0.0299971926634313,"AC136469.2","TEC"
"ENSG00000235378",2.99918602417594,-1.04069547084024,0.620790809093164,0.00713129680075584,0.0300155359022826,"MRPS10P1","processed_pseudogene"
"ENSG00000162645",1542.21813082365,0.513346168279907,0.220839213142521,0.00715564999249492,0.0301134512020438,"GBP2","protein_coding"
"ENSG00000132429",3106.18727028623,0.390850079677622,0.157500560253135,0.00715811343618788,0.0301167277003081,"POPDC3","protein_coding"
"ENSG00000164983",2236.78749589096,-0.338722856268722,0.134100359188748,0.00715860840820873,0.0301167277003081,"TMEM65","protein_coding"
"ENSG00000129197",1966.74079202951,0.267859526429901,0.10406246155969,0.00716053931939814,0.0301202652570573,"RPAIN","protein_coding"
"ENSG00000277548",8.84664447258017,1.03276016384223,0.63246699219001,0.00716215357803898,0.0301224699647448,"AC018926.3","lncRNA"
"ENSG00000118418",2979.68716968679,0.171025969325586,0.0641871861400385,0.00716991199465765,0.0301505110693015,"HMGN3","protein_coding"
"ENSG00000147394",135.137929062878,0.43562565479787,0.179848127657397,0.00717127586759727,0.0301516577561546,"ZNF185","protein_coding"
"ENSG00000277072",456.429531694022,0.454065297898073,0.189143654469037,0.00717364459624327,0.0301570283711234,"STAG3L2","transcribed_unprocessed_pseudogene"
"ENSG00000066557",3788.19011010658,-0.213574788943888,0.081262183631516,0.00717637721436182,0.0301625485804416,"LRRC40","protein_coding"
"ENSG00000139974",2320.99848009761,0.412381171590678,0.169003891809963,0.00717714088435159,0.0301625485804416,"SLC38A6","protein_coding"
"ENSG00000074047",69.2007064649273,-1.19806746887643,0.888224865290448,0.00718551277770895,0.0301913604008132,"GLI2","protein_coding"
"ENSG00000178623",6.59208904028852,0.857370116883353,0.460491504824913,0.00718618186726073,0.0301913604008132,"GPR35","protein_coding"
"ENSG00000101544",3621.4828217903,0.279334960467922,0.108090464624862,0.00719082195559342,0.0302062621278439,"ADNP2","protein_coding"
"ENSG00000114200",8110.09903032882,-0.176788307236419,0.066552278705227,0.00719373666601676,0.0302139126851155,"BCHE","protein_coding"
"ENSG00000169814",5632.7417971033,-0.276254550112873,0.104928635879077,0.00719554899625895,0.0302169315903689,"BTD","protein_coding"
"ENSG00000089009",82828.8032496336,-0.248728116332754,0.091697453723077,0.0072151235875664,0.030292759839015,"RPL6","protein_coding"
"ENSG00000070371",69.1993171988179,0.628761805317184,0.290497354190052,0.00721641512082767,0.030292759839015,"CLTCL1","protein_coding"
"ENSG00000183111",134.966375805493,-0.747468147445653,0.376009328681507,0.00721689483281108,0.030292759839015,"ARHGEF37","protein_coding"
"ENSG00000131351",1988.51594925545,-0.291520293332566,0.112733593908819,0.00721858192787658,0.0302946336113463,"HAUS8","protein_coding"
"ENSG00000261542",24.2516945961312,-0.435290772694284,0.180272991036388,0.00721979986418586,0.0302946336113463,"AC011978.1","lncRNA"
"ENSG00000135378",856.177439806809,0.342722684455298,0.135822875459888,0.00722063031862793,0.0302946336113463,"PRRG4","protein_coding"
"ENSG00000187601",1834.95508113167,0.415806049131337,0.170315510416965,0.00722937654444113,0.0303267242562619,"MAGEH1","protein_coding"
"ENSG00000248461",645.192214614909,0.495500368503974,0.211869247889009,0.00723421668541547,0.0303424218960838,"LINC02119","lncRNA"
"ENSG00000143258",1273.10146203629,-0.347645988458441,0.138279390520793,0.00723977004168474,0.0303611057507714,"USP21","protein_coding"
"ENSG00000099937",45.5199080358395,0.84811792360572,0.455895161381449,0.00726466568034923,0.0304566503623708,"SERPIND1","protein_coding"
"ENSG00000164078",5.47955369360306,0.764159000885637,0.387864225853408,0.00726475761936833,0.0304566503623708,"MST1R","protein_coding"
"ENSG00000042980",1.08113596676587,1.89022291257261,1.99871675167585,0.00726729953841224,0.030462685201063,"ADAM28","protein_coding"
"ENSG00000266473",13.4055290624379,0.543376670140381,0.239071167158358,0.00727133346046972,0.0304749713604883,"AC007448.4","lncRNA"
"ENSG00000129351",27013.7628558186,-0.302614447728081,0.118789190075124,0.00728456244558744,0.0305257854862712,"ILF3","protein_coding"
"ENSG00000234818",18.4405525444886,-0.65101321855714,0.306582018866738,0.00728852960233875,0.0305364875135704,"AC007314.1","lncRNA"
"ENSG00000108424",39300.7825417415,-0.217161132915713,0.0821457089259657,0.00728932656483463,0.0305364875135704,"KPNB1","protein_coding"
"ENSG00000153551",3419.37805110333,0.250218225601763,0.0964303654209875,0.00731572313780394,0.0306424225775047,"CMTM7","protein_coding"
"ENSG00000162441",6796.00081499504,-0.271249118861852,0.102957248586685,0.00731975831601117,0.0306516061059694,"LZIC","protein_coding"
"ENSG00000265639",2.22031114908591,1.17289042226111,0.779687697345934,0.00732013421733106,0.0306516061059694,"AC090415.1","processed_pseudogene"
"ENSG00000283849",6.96989768447711,0.73758490819488,0.367066661336946,0.00732464825539577,0.0306658606959236,"AC092053.2","lncRNA"
"ENSG00000113312",11467.8240813762,0.204382108724742,0.0768308111351574,0.00732648274632013,0.0306688942957609,"TTC1","protein_coding"
"ENSG00000114648",2618.65591646715,0.211799600747847,0.0806169181979611,0.00733137770925584,0.0306847362711538,"KLHL18","protein_coding"
"ENSG00000128536",137.5636446169,-0.270098695266583,0.104540030421192,0.00733647336929957,0.0307014133182622,"CDHR3","protein_coding"
"ENSG00000123146",9877.17212659608,0.343441292609931,0.136781843323172,0.00733775471765093,0.0307021257356346,"ADGRE5","protein_coding"
"ENSG00000151962",1.57522816634734,1.55704560661827,1.46302781962165,0.00734311952432233,0.0307199210743489,"RBM46","protein_coding"
"ENSG00000145736",1089.96449444125,0.352398590296031,0.140336958976253,0.00735148869421537,0.0307502778683862,"GTF2H2","protein_coding"
"ENSG00000206878",1.71356452358529,-1.17924977218489,0.745656856545123,0.00735447815179441,0.0307581262737071,"AL713899.1","snoRNA"
"ENSG00000253406",8.73362077381165,-0.654247536583581,0.310379493516569,0.00735714853306751,0.0307646380547399,"AC012613.2","lncRNA"
"ENSG00000151503",6019.16106425568,-0.347166973761917,0.135965879207856,0.00736114755219301,0.0307767028540168,"NCAPD3","protein_coding"
"ENSG00000148482",145.289225215606,0.733569724572316,0.364247714803003,0.00736501555937136,0.0307882163292813,"SLC39A12","protein_coding"
"ENSG00000228317",2.79000978674915,1.09495652363319,0.696951856575019,0.00736958284202014,0.0308026490834519,"AL158070.1","lncRNA"
"ENSG00000180574",26.0977026870841,0.352607686723094,0.140740353321316,0.00738469219851448,0.0308567113803834,"EIF2S3B","protein_coding"
"ENSG00000287373",0.676122996121426,2.13184035071498,1.49030425312546,0.0073847507367717,0.0308567113803834,"AL122014.1","lncRNA"
"ENSG00000265415",3.70609395499187,-1.03568306309149,0.628577553900618,0.00738638421695577,0.0308588703784278,"AC099850.3","lncRNA"
"ENSG00000171812",6.2546472343003,-1.06313154366252,0.679397936294413,0.00739543680680525,0.0308920196289709,"COL8A2","protein_coding"
"ENSG00000168255",108.416675646978,0.380848438827828,0.153807322508303,0.00741857065666716,0.0309823889467037,"POLR2J3","protein_coding"
"ENSG00000162733",7713.12939634253,-0.545730684857672,0.242538132475586,0.0074193133924558,0.0309823889467037,"DDR2","protein_coding"
"ENSG00000271978",4.1412625285103,-0.793338300991525,0.4043538989076,0.00742083803391012,0.030984073217438,"AL359643.2","lncRNA"
"ENSG00000105755",2452.70082858743,0.350458093488697,0.139851668700868,0.00742682348946454,0.0310043793112077,"ETHE1","protein_coding"
"ENSG00000133313",19643.1780023798,0.317455653449225,0.125035737467128,0.00742888914966383,0.03100831797334,"CNDP2","protein_coding"
"ENSG00000237080",14.8126907658362,-0.615553269751446,0.283926125426779,0.0074396952181136,0.03104873255806,"EHMT2-AS1","lncRNA"
"ENSG00000186105",2.07181808530504,0.989714847071778,0.572127412678396,0.00744452596961271,0.0310642013881514,"LRRC70","protein_coding"
"ENSG00000097096",252.416327601861,0.298561748375549,0.116894615214686,0.00745258379263956,0.0310901429730291,"SYDE2","protein_coding"
"ENSG00000162542",1379.02219274064,-0.620254112061448,0.287686720468229,0.00745299316203478,0.0310901429730291,"TMCO4","protein_coding"
"ENSG00000228347",1.18976585905272,-1.35740416224042,0.898943521817687,0.00745537875311606,0.0310954001065816,"FTLP17","processed_pseudogene"
"ENSG00000095066",1052.51633198943,-0.442212805477703,0.184715532657664,0.00746289292141026,0.0311220430432249,"HOOK2","protein_coding"
"ENSG00000244038",59467.9943337559,-0.267804749333359,0.104366579947125,0.00746450124330393,0.0311240528678096,"DDOST","protein_coding"
"ENSG00000171243",2.86177061813794,0.90765587997735,0.499483250409223,0.00747929536352983,0.0311810334165746,"SOSTDC1","protein_coding"
"ENSG00000075420",18868.0922713901,0.183895723651156,0.0698349121322143,0.00749441129838187,0.0312393382104221,"FNDC3B","protein_coding"
"ENSG00000123892",13009.7892666569,-0.375421257630345,0.145918227465999,0.0074955501983364,0.0312393730136397,"RAB38","protein_coding"
"ENSG00000143669",13854.5793326527,-0.397102357478777,0.161666317228539,0.00750015284794287,0.0312538415765884,"LYST","protein_coding"
"ENSG00000268056",10.7941364874293,-0.881643447448913,0.489154185487511,0.00750544373605658,0.0312711732983588,"AC020913.1","lncRNA"
"ENSG00000280832",132.272129131236,-0.424498164789308,0.17588315883735,0.00750752122830031,0.031275113309271,"GSEC","lncRNA"
"ENSG00000136891",5835.44962726157,0.307822854061411,0.121052675846432,0.00753094282207357,0.0313679547873887,"TEX10","protein_coding"
"ENSG00000106852",151.226625968275,-0.74633079711742,0.379975388318146,0.00753554720890773,0.0313824024832763,"LHX6","protein_coding"
"ENSG00000123609",699.801198143087,-0.204807406116789,0.0783427888444788,0.00754223560846818,0.0314055235583473,"NMI","protein_coding"
"ENSG00000215347",2.63192095993558,1.19862726059325,0.827015742643247,0.0075590792034931,0.0314687180138269,"SLC25A5P1","transcribed_processed_pseudogene"
"ENSG00000183696",23474.0388502107,0.627586370312756,0.287565387123306,0.00755968985870668,0.0314687180138269,"UPP1","protein_coding"
"ENSG00000228175",223.944632078509,-0.410203833420506,0.169107336348192,0.00756277678389371,0.0314768260419568,"GEMIN8P4","processed_pseudogene"
"ENSG00000165526",1456.18942650533,-0.266372774568026,0.103554207996374,0.00756562367678564,0.0314839327465272,"RPUSD4","protein_coding"
"ENSG00000256150",15.1196251109281,-0.519774364919067,0.226959001297259,0.00757311062034523,0.031509942823515,"ITFG2-AS1","lncRNA"
"ENSG00000170144",33473.9974628886,-0.244841661668912,0.09016156131204,0.00757439825899701,0.031509942823515,"HNRNPA3","protein_coding"
"ENSG00000115963",5607.63646118205,-0.375545179368243,0.150116340704114,0.00757629340808982,0.031509942823515,"RND3","protein_coding"
"ENSG00000260412",30.6794034776899,0.44341720822808,0.185556080385561,0.00757643529673688,0.031509942823515,"AL353746.1","lncRNA"
"ENSG00000253893",6.07520258611118,0.746246583432587,0.377522948577398,0.00757955432085996,0.0315181708042141,"FAM85B","lncRNA"
"ENSG00000197587",52.9923492001271,-1.00173944504699,0.631411041347357,0.00759421870622319,0.0315739845889013,"DMBX1","protein_coding"
"ENSG00000228251",10.8797174549218,0.599956643119683,0.275278569664623,0.00759526185445957,0.0315739845889013,"AC012442.1","lncRNA"
"ENSG00000108352",112.912365033582,-0.571242412023368,0.257760493623688,0.00759881525656316,0.0315840046885309,"RAPGEFL1","protein_coding"
"ENSG00000261678",2.41735853982962,1.27641117030213,0.919033369942104,0.00760303057961724,0.0315938494816198,"SCRT1","protein_coding"
"ENSG00000253992",0.73229029366286,3.00437720543762,1.79468845653394,0.00760428007438299,0.0315938494816198,"AC103726.2","lncRNA"
"ENSG00000027697",4436.084226738,0.287035626134665,0.11149182972596,0.00760461395853552,0.0315938494816198,"IFNGR1","protein_coding"
"ENSG00000160208",5214.8605806363,0.308478606844946,0.121374468597279,0.00761607521459002,0.0316367093099145,"RRP1B","protein_coding"
"ENSG00000214121",5.10772585358336,-0.689929433816284,0.332566219227418,0.00761738044953938,0.0316373751062186,"PRDX1P1","processed_pseudogene"
"ENSG00000274317",1.06566926911178,2.11802493747141,1.79069189720056,0.00761933756039072,0.0316390788560487,"LINC02334","lncRNA"
"ENSG00000129214",16.6588741262533,0.632930627119248,0.29679557574329,0.00762008069582382,0.0316390788560487,"SHBG","protein_coding"
"ENSG00000271614",50.9446714135088,0.410541077239841,0.168674227679432,0.00762724547452105,0.0316640695540814,"ATP2B1-AS1","lncRNA"
"ENSG00000169139",6528.90225432237,-0.18407882101275,0.0680617264361909,0.00763196184596643,0.0316788898494434,"UBE2V2","protein_coding"
"ENSG00000054523",10928.7653074519,-0.269878840849602,0.104735962819164,0.00764004746260118,0.0317076887183232,"KIF1B","protein_coding"
"ENSG00000197044",1587.17272185439,-0.300126292121184,0.118101506846542,0.00764253582588302,0.0317132527317615,"ZNF441","protein_coding"
"ENSG00000287873",0.909716114818162,1.35821170943458,1.14486638355498,0.0076445086277526,0.0317166760363453,"AC020655.1","lncRNA"
"ENSG00000287134",2.42818563381376,-1.24945303970028,0.906267458733487,0.00766572310874423,0.0317999190723346,"AC106845.1","lncRNA"
"ENSG00000228065",1.526830433832,1.1590689120079,0.732149886679758,0.00768074945488064,0.0318574705699883,"LINC01515","lncRNA"
"ENSG00000250903",130.073865552004,0.276799041217559,0.107942066233773,0.00768297597546419,0.0318619228806884,"GMDS-DT","lncRNA"
"ENSG00000138074",16560.5262175832,-0.284929875676591,0.11138743049081,0.00768598334494038,0.0318690479448586,"SLC5A6","protein_coding"
"ENSG00000105447",8354.76422362699,-0.30622737925814,0.120996803068699,0.00768700074379279,0.0318690479448586,"GRWD1","protein_coding"
"ENSG00000224272",4.58712575447769,1.3237172978937,1.15966674310777,0.00770077082980945,0.0319213470701012,"AC131097.2","lncRNA"
"ENSG00000183475",4818.87548562043,0.433344701654585,0.179861945520705,0.00770654807789751,0.0319405034480972,"ASB7","protein_coding"
"ENSG00000228639",2.81073754681982,-1.16250081112296,0.817999489169613,0.00772306703570855,0.0320041674161216,"ROCR","lncRNA"
"ENSG00000253327",54.4279273209539,-0.480372636965765,0.206608623282029,0.00772814635538317,0.0320204138689381,"RAD21-AS1","lncRNA"
"ENSG00000254645",303.309341595679,-0.686509224218441,0.3370832067024,0.00773341504524845,0.032037439959566,"AC087379.1","lncRNA"
"ENSG00000157259",3621.03152987724,0.549755396858864,0.243253467055687,0.00774132723525932,0.0320614760010069,"GATAD1","protein_coding"
"ENSG00000160050",260.420284215882,-0.890401548074607,0.511887980351475,0.00774153763313254,0.0320614760010069,"CCDC28B","protein_coding"
"ENSG00000173442",1308.20496120965,-0.515800641516682,0.224073016506438,0.00774847135255287,0.0320853829482603,"EHBP1L1","protein_coding"
"ENSG00000135040",3652.97168365252,0.206313910695745,0.0791334099278587,0.00775650258268917,0.0321068564976493,"NAA35","protein_coding"
"ENSG00000232022",20.3446665283433,-1.07631417130555,0.750023281469095,0.007756692410377,0.0321068564976493,"FAAHP1","transcribed_unprocessed_pseudogene"
"ENSG00000120327",119.806947747935,0.699674636313579,0.345498257549535,0.00775714294941759,0.0321068564976493,"PCDHB14","protein_coding"
"ENSG00000272551",1.31351954958373,1.2603332787597,0.849717545603106,0.00776520934691584,0.0321354297849301,"AC017048.3","lncRNA"
"ENSG00000257553",91.7824027545301,-0.497081688462437,0.21520154559181,0.00776863282579101,0.0321447832048903,"AC034102.4","lncRNA"
"ENSG00000131788",2183.73717911059,-0.361894526328978,0.146675857972385,0.00777349255873375,0.0321600758171779,"PIAS3","protein_coding"
"ENSG00000163515",0.877944020723793,1.44696927531531,1.32558345870787,0.00777480381277449,0.0321606854722432,"RETNLB","protein_coding"
"ENSG00000127920",6233.36357607235,0.491279541779548,0.21086574664384,0.00777825083990117,0.0321701283053658,"GNG11","protein_coding"
"ENSG00000156345",873.982066757865,0.30816835858458,0.122662714325427,0.00779512138405683,0.0322335089878557,"CDK20","protein_coding"
"ENSG00000178184",3229.9527141025,-0.223094759643904,0.0859987363785499,0.00779590838758828,0.0322335089878557,"PARD6G","protein_coding"
"ENSG00000095261",7895.94075328088,0.302261418730436,0.119191443694751,0.00781215403685664,0.032295846850153,"PSMD5","protein_coding"
"ENSG00000158528",342.739122950155,-0.456108369173238,0.193278258609497,0.00781740473813172,0.032312719180861,"PPP1R9A","protein_coding"
"ENSG00000163564",186.345690643524,-0.762277874506251,0.396727363472543,0.00782636852596024,0.0323438536645632,"PYHIN1","protein_coding"
"ENSG00000169403",51.9466255611014,-0.430734186227504,0.179957494918712,0.00782727813603554,0.0323438536645632,"PTAFR","protein_coding"
"ENSG00000075651",5014.99722575638,0.243189671078697,0.0953390875076461,0.00785207157894626,0.0324414536288043,"PLD1","protein_coding"
"ENSG00000174903",12093.2893519313,-0.35118599970815,0.141403659259407,0.0078608862110257,0.0324730165619767,"RAB1B","protein_coding"
"ENSG00000165698",451.853035847309,0.257747882204156,0.100384347236391,0.00786440640829091,0.0324827022233026,"SPACA9","protein_coding"
"ENSG00000155304",11614.6135475019,0.3926812500184,0.159321401690335,0.00786792595570726,0.0324923823057993,"HSPA13","protein_coding"
"ENSG00000166579",4897.93985226283,0.280470100204003,0.109320871438085,0.00786996518203014,0.0324959470875458,"NDEL1","protein_coding"
"ENSG00000042493",227616.29704687,-0.343638106468136,0.138173636072388,0.00787872403167936,0.032523844589178,"CAPG","protein_coding"
"ENSG00000267325",0.725467344910549,4.85789589913472,2.67878352835189,0.00787907555298051,0.032523844589178,"LINC01415","lncRNA"
"ENSG00000249599",3.98263915472166,0.73945559103559,0.369828853862667,0.00788389804095683,0.0325388903163135,"BMPR1B-DT","lncRNA"
"ENSG00000127527",4310.5442557256,-0.231811064889468,0.089618196124347,0.00788672650027705,0.0325457029055638,"EPS15L1","protein_coding"
"ENSG00000277406",161.045577730916,0.323043153969513,0.128555560203502,0.00789283930423806,0.0325633984776455,"SEC22B4P","transcribed_unprocessed_pseudogene"
"ENSG00000156873",1578.54687863891,0.157628775781483,0.0600214233541466,0.00789337156207547,0.0325633984776455,"PHKG2","protein_coding"
"ENSG00000124159",6.71593184866669,0.846989082619145,0.465381122679008,0.00791741708986166,0.0326552924914333,"MATN4","protein_coding"
"ENSG00000259482",0.927504685446324,2.40190974192471,1.81802776690118,0.00791801026681395,0.0326552924914333,"RORA-AS2","lncRNA"
"ENSG00000186919",51.3269294968803,-0.430557611718462,0.180037829538895,0.00792214770856921,0.0326674802989381,"ZACN","protein_coding"
"ENSG00000089053",24050.8398879203,0.300597178597732,0.118770998332273,0.0079244714965763,0.0326721868686058,"ANAPC5","protein_coding"
"ENSG00000156853",23585.2997536945,-0.277341152205195,0.10726232134198,0.0079309704581591,0.0326941034909522,"ZNF689","protein_coding"
"ENSG00000066336",9.0749124928153,-0.866686540756415,0.487770685695083,0.00793702300737459,0.0327141735888685,"SPI1","protein_coding"
"ENSG00000254343",4.51337246587133,-0.953103658819764,0.56145173999626,0.00793822902845697,0.03271426465538,"AC091563.1","lncRNA"
"ENSG00000107077",1103.45133221673,-0.276047271544365,0.108403446698172,0.00794775858272617,0.0327452985336523,"KDM4C","protein_coding"
"ENSG00000164815",5889.1896782164,0.467419746575088,0.199143339724509,0.00794832657318485,0.0327452985336523,"ORC5","protein_coding"
"ENSG00000119547",1613.98468002888,0.490976903710013,0.210697106890577,0.00795009465316041,0.0327452985336523,"ONECUT2","protein_coding"
"ENSG00000233540",4.529078036631,0.982714732500254,0.590299151268439,0.00795049970549628,0.0327452985336523,"DNM3-IT1","lncRNA"
"ENSG00000165061",0.854394201284636,1.24484262311966,1.01654667511048,0.00795443112975459,0.03275660819335,"ZMAT4","protein_coding"
"ENSG00000272554",3.61280232430974,0.127789885368364,0.434631325303442,0.0079586060747815,0.0327689171596427,"AC012087.2","lncRNA"
"ENSG00000173540",5496.25317619109,0.220806010353135,0.0853217045693692,0.00796293469888579,0.0327818551250912,"GMPPB","protein_coding"
"ENSG00000259582",2.08654471114334,1.09528342626083,0.697222578318822,0.00797307047209828,0.0328186925793266,"AC026523.1","lncRNA"
"ENSG00000110104",4054.12293562575,-0.196027176990934,0.0753651997197036,0.00797472453964998,0.0328203966462594,"CCDC86","protein_coding"
"ENSG00000143546",1.24703644212947,0.375560825951003,0.706148247523083,0.00797613270147817,0.0328203966462594,"S100A8","protein_coding"
"ENSG00000114948",8739.09711057189,-0.399876183858723,0.1627426553468,0.00797704776622316,0.0328203966462594,"ADAM23","protein_coding"
"ENSG00000179010",14488.5819108661,0.274307862502568,0.108211718741554,0.00798026403964514,0.0328287413939965,"MRFAP1","protein_coding"
"ENSG00000286933",1.82039227693447,1.38597047043292,1.10799602299671,0.00798605818718296,0.0328448123575776,"AL022170.1","lncRNA"
"ENSG00000136048",2697.52626459533,0.460524700297048,0.195802600309465,0.00798723327902994,0.0328448123575776,"DRAM1","protein_coding"
"ENSG00000257932",1.18000610136423,1.61686747035541,2.14403179565689,0.00798773664747111,0.0328448123575776,"AC078776.1","lncRNA"
"ENSG00000108641",2072.91135414476,0.278685868503822,0.110425251710176,0.00799040294870131,0.0328508874093906,"B9D1","protein_coding"
"ENSG00000126803",11390.5095116755,-0.302010736826042,0.119362623108549,0.0079926211769781,0.0328527874616517,"HSPA2","protein_coding"
"ENSG00000236643",17.1953196100378,0.405816085115344,0.168169630034839,0.00799324298294312,0.0328527874616517,"AL354928.1","lncRNA"
"ENSG00000144560",4448.93901186626,0.167670536398624,0.0641093773583716,0.00801923967337604,0.0329547338867827,"VGLL4","protein_coding"
"ENSG00000100302",61.0867089065366,-0.67980855370488,0.334238936469296,0.00802065828386194,0.0329556624088733,"RASD2","protein_coding"
"ENSG00000187546",270.748730712629,-0.456274805305543,0.194396174423534,0.0080380867424894,0.0330193182177957,"AGMO","protein_coding"
"ENSG00000039600",5.7156752528363,0.83633092389082,0.459932460715913,0.0080385405924693,0.0330193182177957,"SOX30","protein_coding"
"ENSG00000186567",9.56728315942746,1.33167914094665,1.53385900185434,0.00804047031720818,0.0330223358806624,"CEACAM19","protein_coding"
"ENSG00000115705",4.32391592916779,1.07662563576613,0.711673786138017,0.00804396588991806,0.0330317826527293,"TPO","protein_coding"
"ENSG00000141759",13452.1637762795,0.388199138131971,0.158137965511997,0.00804864034955617,0.0330460668854288,"TXNL4A","protein_coding"
"ENSG00000239305",2734.7346414647,0.133538885747741,0.0506178561219942,0.00805230542575636,0.0330562031681028,"RNF103","protein_coding"
"ENSG00000102805",2385.31594409159,-0.231913780237683,0.0900871746713238,0.00805880482621885,0.0330730816760143,"CLN5","protein_coding"
"ENSG00000142544",1318.47036223141,-0.218112271582626,0.0844737351685275,0.00805881076015505,0.0330730816760143,"CTU1","protein_coding"
"ENSG00000166900",8038.24595480915,-0.339781933513598,0.136840569995267,0.00806601832578363,0.0330977455268864,"STX3","protein_coding"
"ENSG00000184517",1133.39028529698,-0.222604467041303,0.0862568547578705,0.00807115242869308,0.0331067635009718,"ZFP1","protein_coding"
"ENSG00000182208",1579.55743021256,0.164258368969401,0.0628000149524465,0.00807135743324608,0.0331067635009718,"MOB2","protein_coding"
"ENSG00000148346",2.95193806455197,0.512165974023907,1.05504582863073,0.00807217175257385,0.0331067635009718,"LCN2","protein_coding"
"ENSG00000153827",24446.523796222,-0.193823108835239,0.0748451695112969,0.00807300855781514,0.0331067635009718,"TRIP12","protein_coding"
"ENSG00000214814",2.95735017555496,1.11285218363583,0.749737682799558,0.00808101437698406,0.033134677142725,"FER1L6","protein_coding"
"ENSG00000259357",63.6661582432669,-0.538766975052537,0.241053680755501,0.00808512359067038,0.0331466075752825,"AL590133.2","lncRNA"
"ENSG00000227908",13.0253011818782,0.718173512624455,0.360723903149776,0.00809406509698592,0.0331783424951661,"FLJ31104","lncRNA"
"ENSG00000261949",3.09430598771435,1.02976853530736,0.64997370653559,0.00809840848722162,0.0331912226815348,"GFY","protein_coding"
"ENSG00000164056",4622.39416178834,0.242532891636188,0.0944762206082032,0.00811022759520355,0.0332310283055753,"SPRY1","protein_coding"
"ENSG00000178922",1233.98640816153,-0.307520693728994,0.122361288534322,0.00811052601667631,0.0332310283055753,"HYI","protein_coding"
"ENSG00000271969",1.79438309144699,-1.05631451247401,0.646620758856259,0.00811947227598706,0.0332608549525501,"U47924.1","lncRNA"
"ENSG00000154269",131.719261168496,0.51532245051387,0.22731567365338,0.0081202130685402,0.0332608549525501,"ENPP3","protein_coding"
"ENSG00000148396",9345.18055376875,0.312332074610783,0.130894604543204,0.00812363207291561,0.0332699275883806,"SEC16A","protein_coding"
"ENSG00000119383",9210.67303492723,0.295231520674844,0.116906045372291,0.00812712989267575,0.0332741957615309,"PTPA","protein_coding"
"ENSG00000132872",1.54662538820065,1.31549445803728,2.69615624661083,0.00812809347919578,0.0332741957615309,"SYT4","protein_coding"
"ENSG00000254995",8.95013631581185,0.307689351409708,0.484878324629515,0.00812828681927958,0.0332741957615309,"STX16-NPEPL1","protein_coding"
"ENSG00000261460",98.1762934051405,-0.586729718632424,0.270619857763162,0.00813046929316537,0.0332781998976071,"AC009690.2","lncRNA"
"ENSG00000139190",173.437164067911,-0.560235241673868,0.254690953351636,0.00813421940221127,0.0332886182644997,"VAMP1","protein_coding"
"ENSG00000077080",1.79522698597434,-1.12520360922147,0.727628479555004,0.00815134220206359,0.0333537520698092,"ACTL6B","protein_coding"
"ENSG00000143845",2604.91342447694,-0.577193334070995,0.267619045923004,0.0081528000927793,0.0333539918836886,"ETNK2","protein_coding"
"ENSG00000164347",5973.08533006362,0.413387795272714,0.171358838012618,0.00815381496722339,0.0333539918836886,"GFM2","protein_coding"
"ENSG00000164188",4.1490293732399,1.24895137064366,1.03839143573765,0.00816202338322761,0.0333826273128102,"RANBP3L","protein_coding"
"ENSG00000188582",45.8083077451926,-0.495616295485009,0.216833893519267,0.00817003416438038,0.0334104460604053,"PAQR9","protein_coding"
"ENSG00000162378",4451.62617462833,-0.32498559022645,0.131133186712787,0.00817735477535549,0.0334339391772909,"ZYG11B","protein_coding"
"ENSG00000103061",2518.46725564884,0.160947956486542,0.0616132124399256,0.00817852658171392,0.0334339391772909,"SLC7A6OS","protein_coding"
